0	523	17	4 	 68571.4285714286	2.72108563043157E-17
0	760	17	4 	 68571.4285714286	4.4834867135872E-16
0	762	17	4 	 68571.4285714286	1.49449557119573E-16
0	772	17	4 	 68571.4285714286	1.49449557119573E-16
0	778	17	4 	 68571.4285714286	0.200000000000004
0	784	17	4 	 68571.4285714286	0.400000000000001
0	787	17	4 	 68571.4285714286	0.399999999999996
0	980	17	4 	 68571.4285714286	2.68828211164314E-15
0	989	17	4 	 68571.4285714286	3.62819249869616E-16
1	44	17	2 	 434453.781512605	1.02548184313391E-17
1	243	17	2 	 434453.781512605	0.249999999999996
1	306	17	2 	 434453.781512605	0.107906312702568
1	324	17	2 	 434453.781512605	5.55464948879347E-16
1	412	17	2 	 434453.781512605	0.399999999999992
1	503	17	2 	 434453.781512605	0.00773181732435013
1	608	17	2 	 434453.781512605	2.11065427911636E-15
1	702	17	2 	 434453.781512605	1.97053192763751E-15
1	706	17	2 	 434453.781512605	0.399999999999997
1	716	17	2 	 434453.781512605	6.47812784150953E-15
1	723	17	2 	 434453.781512605	0.400000000000002
1	727	17	2 	 434453.781512605	0.2
1	730	17	2 	 434453.781512605	1.92853077979883E-15
1	749	17	2 	 434453.781512605	7.47247785597866E-16
1	823	17	2 	 434453.781512605	3.36626979323771E-15
1	849	17	2 	 434453.781512605	6.75323731331977E-16
1	954	17	2 	 434453.781512605	3.85661384013297E-16
1	974	17	2 	 434453.781512605	9.32837232164351E-15
1	1011	17	2 	 434453.781512605	0.234361869973078
1	1082	17	2 	 434453.781512605	1.9084156122515E-15
2	0	18	4 	 146010.101010101	0.523250758861952
2	121	18	4 	 146010.101010101	9.14246694919528E-16
2	136	18	4 	 146010.101010101	1.97687796205473E-15
2	137	18	4 	 146010.101010101	0.749999999999999
2	155	18	4 	 146010.101010101	0.249999999999997
2	299	18	4 	 146010.101010101	0.0844810584623973
2	429	18	4 	 146010.101010101	0.399999999999999
2	439	18	4 	 146010.101010101	0.200000000000002
2	447	18	4 	 146010.101010101	0.399999999999999
2	522	18	4 	 146010.101010101	0.392268182675647
2	727	18	4 	 146010.101010101	2.47284716703745E-15
2	736	18	4 	 146010.101010101	3.93546864494546E-16
2	748	18	4 	 146010.101010101	0.400000000000001
2	760	18	4 	 146010.101010101	0.199999999999998
2	765	18	4 	 146010.101010101	1.96773432247273E-16
